epoch,loss,mae,val_loss,val_mae
0,8373.2060546875,74.36968994140625,2205.960693359375,39.67603302001953
1,1371.016357421875,29.5136661529541,8106.4873046875,82.17276000976562
2,1138.3359375,26.621923446655273,1250.0299072265625,28.986064910888672
3,961.64013671875,24.23238754272461,1177.3935546875,24.816204071044922
4,840.703125,22.62229347229004,441.9997863769531,16.027496337890625
5,763.5377807617188,21.40890121459961,666.0978393554688,20.375783920288086
6,680.5298461914062,20.26242446899414,498.9681396484375,17.32496452331543
